scenario,phi_deg,target_fill_factor,relative_to_ideal_swarm_same_eta,equivalent_ideal_ring_half_angle_deg,feasible,minimum_power_w,reflector_area_m2,reflector_side_m,pv_area_m2,structure_mass_kg,structure_areal_density_g_m2,system_areal_density_g_m2,sigma_limit_g_m2,margin_g_m2
cross_nominal,0.75,0.05,0.05,2.8659839825988622,True,1193.292352809079,63.99825980301512,7.999891236949107,3.199912990150756,2.3855621823757986,37.275422639904484,45.015422639904486,45.015422639904486,0.0
perimeter_nominal,0.75,0.05,0.05,2.8659839825988622,True,1643.8292514147838,88.16130536342341,9.389425188126449,4.40806526817117,3.2862499179072855,37.275422639904484,45.01542263990448,45.015422639904486,7.105427357601002e-15
cross_light,0.75,0.1,0.1,5.739170477266787,True,1696.0433927590775,45.480818439615504,6.743946799880282,4.54808184396155,1.570699286820883,34.53542263990449,45.01542263990449,45.015422639904486,-7.105427357601002e-15
cross_nominal,0.75,0.1,0.1,5.739170477266787,True,2659.020398774006,71.30385018460036,8.44416071522803,7.130385018460037,2.4625086019776052,34.53542263990449,45.01542263990449,45.015422639904486,-7.105427357601002e-15
perimeter_nominal,0.75,0.1,0.1,5.739170477266787,True,3698.048003772809,99.16624218379596,9.95822485103625,9.916624218379596,3.4247480854285186,34.53542263990449,45.01542263990449,45.015422639904486,-7.105427357601002e-15
cross_light,0.75,0.25,0.25,14.477512185929925,True,6449.631167077001,69.18089604656302,8.317505398048326,17.295224011640755,1.8205245180726035,26.31542263990449,45.01542263990449,45.015422639904486,-7.105427357601002e-15
cross_nominal,0.75,0.25,0.25,14.477512185929925,True,9849.632457089732,105.65044441441974,10.278640202595854,26.412611103604934,2.780236096859192,26.31542263990449,45.01542263990449,45.015422639904486,-7.105427357601002e-15
perimeter_nominal,0.75,0.25,0.25,14.477512185929925,True,14182.223586645092,152.12326259293124,12.333825951136623,38.03081564823281,4.003187948494158,26.315422639904487,45.01542263990449,45.015422639904486,-7.105427357601002e-15
cross_light,0.75,0.5,0.5,29.999999999999996,True,43042.52567571802,230.8442465325411,15.193559376674745,115.42212326627055,2.9121977339983127,12.61542263990449,45.015422639904486,45.015422639904486,0.0
cross_nominal,0.75,0.5,0.5,29.999999999999996,True,61131.32732476405,327.85750776191855,18.106835940106116,163.92875388095928,4.13606102608237,12.61542263990449,45.015422639904486,45.015422639904486,0.0
